,Range,Names,Country,Performances,Null,Nb,City,Date,Year,Sex
331,5 ,J.J. Collins,IRL ,14.27,hhj,1hc,Hospital,Sep 7,1904,M
332,7 ,T. Murname,IRL ,14.12,hhj,1hc,Galbally,Sep 26,1904,M
333,8 ,D. O'Sullivan,IRL ,14.02,hhj, -,Killorglin,Aug 21,1904,M
334,8 ,Joseph Leahy,IRL ,14.02,hhj,1hc,Kilmeedy,Nov 1,1904,M
335,10 ,Frederick Engelhardt,USA ,13.90,,2,St.Louis,Sep 01,1904,M
336,11 ,Johannes Jensen,NOR ,13.66,,1,Kristiania,Aug 14,1904,M
337,12 ,Arpád Dános,HUN ,13.52,,1,Budapest,Jul 10,1904,M
338,13 ,George Thomson,NZL ,13.41,,1,Dunedin,Apr 04,1904,M
339,13 ,David O'Connell,IRL ,13.41,hhj,2,Elton,Sep 11,1904,M
340,15 ,Robert Stangland,USA ,13.36,,3,St.Louis,Sep 01,1904,M
341,16 ,Thomas Kiely,IRL ,13.34,hhj,1,Saint Louis,Jul 20,1904,M
342,17 ,T.J. Corbett,USA ,13.26,,1,New York,Jul 17,1904,M
343,18 ,James Vaughan,CAN ,13.23,hsj,1,Ottawa,Aug 03,1904,M
344,19 ,A. Hart,USA ,13.21,,1hcp,New York,May 22,1904,M
345,20 ,J. Subrt-Sokol,BOH ,13.17,,,,,1904,M
346,21 ,Carl-Axel Pedersen,NOR ,13.15,,1,Kristiania,Aug 28,1904,M
347,22 ,Gyula Kiss,HUN ,13.10,,1,Budapest,Jul 3,1904,M
348,23 ,Smye C. Northridge,USA ,13.03,,2hcp,New York,Jul 04,1904,M
349,24 ,Alexander Quinn,CAN ,12.94,hsj,2,Ottawa,Aug 03,1904,M
350,25 ,Béla Mezö,HUN ,12.93,,2,Prague,May 15,1904,M
351,1 ,John J. Breshnihan,IRL ,14.91,hhj,1,Cork,Jul 23,1905,M
352,2 ,Cornelius Leahy,IRL ,14.89,hhj,2,Cork,Jul 23,1905,M
353,3 ,John F. McEniry,IRL ,14.27,hhj,-,Kilmallock,Aug 20,1905,M
354,4 ,Francis Connolly,USA ,14.22,,1,,Mar 20,1905,M
355,5 ,Martin Sheridan,USA ,14.21,,1,Boston,Jul 23,1905,M
356,6 ,David O'Connell,IRL ,14.17,hhj,1,Kilfinane,Aug 13,1905,M
357,7 ,Michael Creed,IRL ,14.15,hhj,2,Kilfinane,Aug 13,1905,M
358,8 ,John Sullivan,USA ,13.58,,1,New York,May 21,1905,M
359,9 ,Frantisek Janousek,BOH ,13.51,,1,Prague,Jul 9,1905,M
360,9 ,Ollie F. Snedigar,USA ,13.51,,1,Oakland,Sep 09,1905,M
361,11 ,Paul Weinstein,GER ,13.38,,1,Altona,Jul 02,1905,M
362,12 ,Wilhelm Lüdtke,GER ,13.26,,1,Berlin,Aug 06,1905,M
363,13 ,Karl Fryksdahl,SWE ,13.13,,1,Sundbyberg,Sep 17,1905,M
364,14 ,Prokop Prágr-Mirca,BOH ,13.09,,,,,1905,M
365,15 ,Nathanael Nielsen,SWE ,12.97,,ex,Anneberg,Aug 13,1905,M
366,15 , Bösenberg,GER ,12.97,,,Mittweida,Aug 27,1905,M
367,17 ,Ernö Pechy,HUN ,12.96,,1,Budapest,Oct 8,1905,M
368,18 ,Oscar Lemming,SWE ,12.95,,1,København,Jun 18,1905,M
369,18 ,Holger Warendorph,NOR ,12.95,,D,Kristiania,Jul 16,1905,M
370,20 ,Sigurd Iversen,NOR ,12.93,,1,Bergen,Sep 03,1905,M
371,21 ,Martin Brustmann,GER ,12.92,,,Berlin,Jun 18,1905,M
372,22 ,Robert O'Connell,USA ,12.89,hsj,1,Cincinnati,May 26,1905,M
373,23 ,Heribert Palmborg,SWE ,12.82,,1,Helsingborg,Aug 20,1905,M
374,24 ,Henning Hellkvist,SWE ,12.74,,1,Eskilstuna,Aug,1905,M
375,25 ,Johannes Svendsen,DEN ,12.72,,1,Odense,Aug 6,1905,M
376,1 ,John J. Breshnihan,IRL ,15.34,hhj,1,Bandon,Aug 26,1906,M
377,2 ,Percy Kirwan,IRL ,14.49,hhj,1,Kilkenny,Aug 12,1906,M
378,3 ,Paddy D. Mehigan,IRL ,14.45,hhj,1,Donoughmore,Jul 8,1906,M
379,4 ,Peter O'Connor,IRL ,14.32,hhj,2,Kilkenny,Aug 12,1906,M
380,5 ,John F. McEniry,IRL ,14.27,hhj,2,Kilmallock,Aug 19,1906,M
381,6 ,Francis Connolly,USA ,14.22,,1,,,1906,M
382,7 ,Edvard Larsen,NOR ,14.08,,1,Kristiania,Sep 02,1906,M
383,8 ,William Bennett,IRL ,14.02,hhj, -,Bandon,Jul 15,1906,M
384,9 ,Michael Creed,IRL ,13.99,hhj,2,Donoughmore,Jul 8,1906,M
385,10 ,Cornelius Leahy,IRL ,13.98,,2,Athens,Apr 30,1906,M
386,11 ,Joseph Leahy,IRL ,13.87,hhj,2,Macroom,Jul 1,1906,M
387,12 ,Wilhelm Lüdtke,GER ,13.78,,1,Berlin,Jun 24,1906,M
388,13 ,Thomas Cronan,USA ,13.70,,3,Athens,Apr 30,1906,M
389,13 ,Gustav Krojer,AUT ,13.70,,1,Wien,Jun 24,1906,M
390,13 ,Oscar Guttormsen,NOR ,13.70,,2,Kristiania,Jul 01,1906,M
391,16 ,Holger Warendorph,NOR ,13.65,,3,Kristiania,Jul 01,1906,M
392,17 ,Johannes Jensen,NOR ,13.57,,2,Kristiania,Sep 02,1906,M
393,18 ,Martin Joseph Sheridan,USA ,13.46,,1hcp,New York/Celtic Park,Oct 14,1906,M
394,19 ,Carl-Axel Pedersen,NOR ,13.44,,3,Kristiania,Sep 02,1906,M
395,20 ,Martin Brustmann,GER ,13.42,,,Hamburg,Jul 22,1906,M
396,21 ,J.E. Murphy,USA ,13.36,,1,Ida Grove,May 12,1906,M
397,22 ,William Marsh,USA ,13.34,,1,New York,Sep 03,1906,M
398,23 ,A. Lindsay,NZL ,13.26,,1,Oamaru,Dec 26,1906,M
399,24 ,Frithjof Eeg,NOR ,13.25,,1,Bergen,Sep 02,1906,M
400,25 ,Nathanael Nielsen,SWE ,13.23,,1,Nässjö,Jul 15,1906,M
401,1 ,John O'Connell,USA ,13.81,i,1,New York,Nov 09,1906,M
402,1 ,Timothy Ahearne,IRL ,14.81,hhj,1,Bandon,Aug 26,1907,M
403,2 ,Michael Creed,IRL ,14.33,hhj,1hc,Mitchelstown,Aug 03,1907,M
404,3 ,Leif Widnæs,NOR ,13.94,,1,Chicago,Jun 16,1907,M
405,3 ,Albert Weinstein,GER ,13.94,,1,Berlin,Aug 11,1907,M
406,5 ,Martin Brustmann,GER ,13.90,,2,Berlin,Aug 11,1907,M
407,6 ,J. Wilkin,USA ,13.77,,3hcp,New York,Jul 14,1907,M
408,6 ,Thomas Rodgers,USA ,13.77,,1,Oakland,Jul 21,1907,M
409,8 ,Willi Schimmelpfeng,GER ,13.65,,1,Berlin,Jun 30,1907,M
410,9 ,Len McKay,NZL ,13.64,,1,Christchurch,Feb 21,1907,M
411,10 ,Karl Fryksdahl,SWE ,13.63,,1,Karlstad,Aug 25,1907,M
412,11 ,Tobias Nielsen,SWE ,13.62,,1,Jönköping,Jul 28,1907,M
413,12 ,Percy Kirwan,IRL ,13.61,hhj,3,Thurles,Jul 28,1907,M
414,13 ,Hilding Alinder,SWE ,13.60,,1Q,Kristianstad,Aug 17,1907,M
415,13 ,Edvard Larsen,NOR ,13.60,,1,Kristiania,Sep 15,1907,M
416,15 ,Paddy D. Mehigan,IRL ,13.51,hhj,4,Thurles,Jul 28,1907,M
417,16 ,John F. McEniry,IRL ,13.50,hhj,5,Thurles,Jul 28,1907,M
418,17 ,Efraim Frid,SWE ,13.49,,2,Jönköping,Jul 28,1907,M
419,18 ,Gunnar Rönström,SWE ,13.45,hhj,,Sundsvall,May 26,1907,M
420,19 ,Olof Orstadius,SWE ,13.32,,2,Karlstad,Aug 25,1907,M
421,19 ,Bertil Friman,SWE ,13.32,,2,Göteborg,Sep 01,1907,M
422,21 ,Nicolay Beck,NOR ,13.31,,2,Chicago,Jun 16,1907,M
423,21 ,Paul Weinstein,GER ,13.31,,3,Berlin,Aug 11,1907,M
424,23 ,Oscar Guttormsen,NOR ,13.30,,1,Hamar,May 21,1907,M
425,24 ,Johannes Jensen,NOR ,13.22,,2,Kristiania,Sep 15,1907,M
426,25 ,Sven Låftman,SWE ,13.19,,3,Berlin,Jun 30,1907,M
427,25 ,Wictor Beijbom,SWE ,13.19,,ex,Eskilstuna,Aug,1907,M
428,1 ,Platt Adams,USA ,13.64,i,1,"New York, NY",Oct 25,1907,M
429,2 ,Martin Joseph Sheridan,USA ,13.60,i,2,New York,Oct 25,1907,M
430,1 ,Timothy Ahearne,IRL ,14.92,hsj,1,London,Jul 25,1908,M
431,2 ,John Garfield MacDonald,CAN ,14.76,,2,London,Jul 25,1908,M
432,3 ,Edvard Larsen,NOR ,14.39,,3,London,Jul 25,1908,M
433,4 ,Platt Adams,USA ,14.30,,1,Philadelphia,Jun 6,1908,M
434,5 ,Percy Kirwan,IRL ,14.27,hhj,1,Fermoy,Jun 28,1908,M
435,6 ,David O'Connell,IRL ,14.22,hhj,-,Glanworth,Sep 20,1908,M
436,7 ,T. Rogers,USA ,14.11,,1,San Rafael,Jul 4,1908,M
437,8 ,Calvin Bricker,CAN ,14.10,,4,London,Jul 25,1908,M
438,9 ,Emmanouil Tsaloumas,GRE ,14.05,,,,,1908,M
439,10 ,Michael Creed,IRL ,13.97,hhj,1,Toronto,May 09,1908,M
440,10 ,John F. McEniry,IRL ,13.97,hhj,2,Fermoy,Jun 28,1908,M
441,10 ,Frank Mount-Pleasant,USA ,13.97,,6,London,Jul 25,1908,M
442,13 ,Paddy D. Mehigan,IRL ,13.92,hhj,3,Fermoy,Jun 28,1908,M
443,14 ,John Brennan,USA ,13.84,,1,Chicago,May 29,1908,M
444,15 ,Daniel Ahearn,USA ,13.83,,2,New York,Jul 4,1908,M
445,16 ,Henry Olsen,NOR ,13.82,,1,Kristiania,May 10,1908,M
446,17 ,Gustaf Nordén,SWE ,13.72,,1,Norrköping,Sep 20,1908,M
447,18 ,Gustav Krojer,AUT ,13.71,,,,,1908,M
448,19 ,Karl Fryksdahl,SWE ,13.65,,7,London,Jul 25,1908,M
449,20 ,John O'Connell,USA ,13.58,,2,Philadelphia,Jun 6,1908,M
450,21 ,Michael D. Dineen,GBR ,13.52,,1,London,May 30,1908,M
451,22 ,Olof Orstadius,SWE ,13.50,,1,Göteborg,Sep 20,1908,M
452,23 ,Jonas Friis-Johnsen,NOR ,13.48,,1,Stavanger,Aug 23,1908,M
453,24 ,Iivar Lindfors (Launis),FIN ,13.47,,1,Viipuri,Jun 20,1908,M
454,1 ,Daniel Ahearn,USA ,15.40,hhj,1,New York,Aug 01,1909,M
455,2 ,Joseph Becker,USA ,15.05,,2hcp,Boston,Jul 31,1909,M
456,3 ,Nikolaos Andreadakis,GRE ,14.47,,1,Izmir,May 10,1909,M
457,4 ,Timothy Leahy,IRL ,14.38,hhj,1,Donoughmore,Sep 12,1909,M
458,5 ,Dimitrios Muller,GRE ,14.24,,2,Izmir,May 10,1909,M
459,6 ,Charles E. Brickley,USA ,14.19,,2hcp,Boston,Jul 24,1909,M
460,7 ,Gustaf Nordén,SWE ,14.12,,1Q,Göteborg,Sep 11,1909,M
461,7 ,J.K. Allen,IRL ,14.12,hhj,2,Donoughmore,Sep 12,1909,M
462,9 ,Patrick F. O'Connor,USA ,14.10,,1,New York,Jun 27,1909,M
463,9 ,D.J. Bourke,IRL ,14.10,hhj,1,Mallow,Jul 18,1909,M
464,11 ,James J. Daly,IRL ,14.06,hhj,2,Mallow,Jul 18,1909,M
465,12 ,Carl-Axel Pedersen,NOR ,14.02,,1,,,1909,M
466,13 ,Gustaf Lindblom,SWE ,13.97,,1,Norrköping,Oct 10,1909,M
467,14 ,Percy Kirwan,IRL ,13.93,hhj,3,Mallow,Jul 18,1909,M
468,15 ,Juho Soini,FIN ,13.91,,1,Tampere,Aug 7,1909,M
469,16 ,Wictor Beijbom,SWE ,13.90,,2Q,Göteborg,Sep 11,1909,M
470,17 ,Martin Joseph Sheridan,USA ,13.86,,2hcp,New York,Aug 01,1909,M
471,18 ,August Flohr,GER ,13.85,,1,Hamburg,Aug 8,1909,M
472,19 ,Johan Andersson,SWE ,13.82,,1,Göteborg,Aug 29,1909,M
473,20 ,Oscar Guttormsen,NOR ,13.79,,1,Trondhjem,Aug 15,1909,M
474,20 ,Albert Weinstein,GER ,13.79,,,Erfurt,Sep 05,1909,M
475,22 ,Orval Baumbaugh,USA ,13.72,,1,San Francisco,Jul 05,1909,M
476,23 ,Francis C. Irons,USA ,13.64,,1,Seattle,Aug 14,1909,M
477,24 ,Otto Bäurle,GER ,13.57,,,München,Sep 19,1909,M
478,25 ,Len McKay,NZL ,13.56,,1,Wellington,Nov,1909,M
479,1 ,Platt Adams,USA ,14.15,i,2,New York,Oct 04,1909,M
480,1 ,Daniel Ahearn,USA ,15.73,hhj,1,New York,Jul 31,1910,M
481,2 ,Percy Kirwan,IRL ,15.16,hhj,1,Cappoquin,Sep 08,1910,M
482,3 ,James J. Daly,IRL ,14.58,hhj,2,Mallow,Jul 24,1910,M
483,4 ,Platt Adams,USA ,14.52,,1,New York,Sep 10,1910,M
484,5 ,Daniel J. O'Leary,IRL ,14.50,,1,Banteer,Jul 17,1910,M
485,6 ,Morris J. Teahan,IRL ,14.48,,2,Banteer,Jul 17,1910,M
486,7 ,Emmanouil Tsaloumas,GRE ,14.40,,1,Alexandria,Mar 6,1910,M
487,8 ,R. Burrows,IRL ,14.36,hhj,-,Tralee,Jul 13,1910,M
488,9 ,Otto Bäurle,GER ,14.07,,1,Strasbourg,Jul 31,1910,M
489,9 ,Sten Hagander,SWE ,14.07,,1,Falun,Aug 28,1910,M
490,9 ,Edvard Larsen,NOR ,14.07,,1,Kristiania,Sep 04,1910,M
491,9 ,Timothy J. Ahearne,IRL ,14.07,,1hcp,New York,Sep 11,1910,M
492,13 ,Charles Brickley,USA ,14.05,,1,Boston,Sep 10,1910,M
493,14 ,James B. Wilkinson,USA ,13.91,,1,New York,May 29,1910,M
494,14 ,Frank W. Finnegan,USA ,13.91,,1,New York,Jul 16,1910,M
495,16 ,Hugo Weiker,GER ,13.88,,1,Duisburg,Aug 7,1910,M
496,17 ,Erling Vinne,NOR ,13.87,,2,Kristiania,Sep 04,1910,M
497,17 ,H. McCabe,AUS ,13.87,,1,Brisbane,Sep 17,1910,M
498,19 ,Carl Schelenz,GER ,13.83,,,Berlin,Jun 12,1910,M
499,20 ,Helmer Ohlsson,SWE ,13.82,,1,Nässjö,Aug 14,1910,M
500,21 ,Gustaf Nordén,SWE ,13.70,,1,Norrköping,Oct 02,1910,M
501,22 ,Sander Santesson,SWE ,13.67,,2,Norrköping,Oct 02,1910,M
502,23 ,Len M. McKay,NZL ,13.64,,1,Auckland,Feb,1910,M
503,24 ,Gustaf Lindblom,SWE ,13.62,,1,Malmö,Jun 12,1910,M
504,24 ,Thorolf Mørch,NOR ,13.62,,3,Kristiania,Sep 04,1910,M
505,1 ,Daniel Ahearn,USA ,15.515,hhj,1,New York,May 30,1911,M
506,2 ,Timothy Ahearne,IRL ,14.67,hhj,2,New York,May 30,1911,M
507,3 ,Nikolaos Andreadakis,GRE ,14.50,,,,,1911,M
508,4 ,Denis Lane,AUS ,14.40,,1,Sydney,Nov 25,1911,M
509,5 ,Daniel J. O'Leary,IRL ,14.22,hhj,-,Banteer,Jul 16,1911,M
510,5 ,Ethelbert Southee,AUS ,14.22,,2,Sydney,Nov 25,1911,M
511,7 ,Morris J. Teahan,IRL ,14.20,hhj,-,Kilgarvan,Aug 22,1911,M
512,8 ,Erling Vinne,NOR ,14.12,,-,Kristiania,Jun 11,1911,M
513,9 ,Len McKay,NZL ,14.05,,1,Christchurch,Mar 18,1911,M
514,10 ,Edvard Larsen,NOR ,14.04,,1,Kristiania,Sep 2,1911,M
515,11 ,Otto Bäurle,GER ,14.02,,1,Strasbourg,Jul 31,1911,M
516,12 , Dyck,GER ,14.00,,1,Hamburg,Jul 23,1911,M
517,13 ,Patrick F. O'Connor,USA ,13.90,hsj,1,San Francisco,May 21,1911,M
518,14 ,James J. Daly,IRL ,13.89,,1,,,1911,M
519,15 ,Carl Schelenz,GER ,13.88,,,Berlin,Jul 09,1911,M
520,16 , Kiessling,GER ,13.86,,1,München,Jul 02,1911,M
521,16 ,Gustaf Nordén,SWE ,13.86,,1,Karlstad,Sep 17,1911,M
522,18 ,Frank W. Finnegan,USA ,13.81,hsj,2,New York,Sep 16,1911,M
523,19 ,Sander Santesson,SWE ,13.80,ex,-,"København, DEN",Aug 20,1911,M
524,20 ,Platt Adams,USA ,13.77,hsj,3,New York,Sep 16,1911,M
525,21 ,Olaf Turter,NOR ,13.75,,-,Kristiania,Jun 11,1911,M
526,21 ,Karl Baaske,GER ,13.75,,,Osterode,Aug 13,1911,M
527,23 ,Skotte Jacobsson,SWE ,13.72,,1,Malmö,Aug 13,1911,M
528,24 ,Oscar  Guttormsen,NOR ,13.69,,,,,1911,M
529,25 ,Nils Fixdal,NOR ,13.67,,1,Stavanger,Aug 13,1911,M
530,1 ,Karl Baaske,GER ,14.87,,1,Osterode,Aug 25,1912,M
531,2 ,Gustaf Lindblom,SWE ,14.76,,1,Stockholm,Jul 15,1912,M
532,3 ,Georg Åberg,SWE ,14.51,,2,Stockholm,Jul 15,1912,M
533,4 ,Charles Brickley,USA ,14.45,hsj,1,Cambridge,Jun 8,1912,M
534,5 ,Percy Kirwan,IRL ,14.35,hhj,1,Dublin,May 27,1912,M
535,6 ,Gustaf Nordén,SWE ,14.33,,2,Stockholm,Jun 17,1912,M
536,7 ,Michael J. Cullinan,USA ,14.32,,,,,1912,M
537,8 ,Erling Vinne,NOR ,14.30,,1,Kristiania,Jun 23,1912,M
538,9 ,Nils Fixdal,NOR ,14.27,,1,Haugesund,Aug 4,1912,M
539,10 ,Erik Almlöf,SWE ,14.18,,3,Stockholm,Jun 17,1912,M
540,11 ,Otto Bäurle,GER ,14.17,,1,München,May 12,1912,M
541,11 ,Helmer Ohlsson,SWE ,14.17,,3,Stockholm,Jun 21,1912,M
542,13 ,James J. Daly,IRL ,14.15,hhj,1,Fermoy,Jul 14,1912,M
543,14 ,Edvard Larsen,NOR ,14.13,,2,Kristiania,Jun 23,1912,M
544,15 ,Platt Adams,USA ,14.09,,5,Stockholm,Jul 15,1912,M
545,15 ,Johan Wilhelm Rangell,FIN ,14.09,,1,Turku,Sep 1,1912,M
546,17 ,Timothy J. Carroll,IRL ,14.07,hhj,2,Dublin,May 27,1912,M
547,18 ,Hans Liesche,GER ,14.04,,1,Leipzig,Aug 12,1912,M
548,19 ,Carl  Schelenz,GER ,14.02,,1,Hamburg,Jul 28,1912,M
549,20 ,Edward Farrell,USA ,14.00,,2,Cambridge,Jun 8,1912,M
550,21 ,Juho Halme,FIN ,13.95,,1,Viipuri,Jun 15,1912,M
551,22 ,E. McCarthy,USA ,13.94,hsj,1,"Pittsburgh, PA",Sep 20,1912,M
552,23 ,Uuno Enqvist,FIN ,13.88,,2,Turku,Sep 01,1912,M
553,24 ,Viktor Franzl,AUT ,13.87,,1,Brno,May 19,1912,M
554,25 ,Skotte Jacobsson,SWE ,13.84,,3,Stockholm,May 19,1912,M
555,1 ,Daniel Ahearn,USA ,15.24,hhj,1,Chicago,Jul 5,1913,M
556,2 ,Timothy Ahearne,IRL ,14.805,hhj,2,Chicago,Jul 5,1913,M
557,3 ,Vilho Tuulos,FIN ,14.71,,1,Turku,Aug 4,1913,M
558,4 ,Erling Vinne,NOR ,14.49,,2,Turku,Aug 4,1913,M
559,5 ,Frank Roche,IRL ,14.48,hhj,1,Kinsale,Jul 27,1913,M
560,6 ,Patrick J. O'Sullivan,IRL ,14.39,hhj,2,Kinsale,Jul 27,1913,M
561,7 ,Nils Fixdal,NOR ,14.34,,1,Haugesund,Jul 13,1913,M
562,8 ,Timothy J. Carroll,IRL ,14.33,hhj,-,Kinsale,Aug 15,1913,M
563,9 ,Platt Adams,USA ,14.315,hsj,1,New York,Sep 20,1913,M
564,10 ,Ivar Sahlin,SWE ,14.30,,1,Sundswall,Jun 8,1913,M
565,11 ,Erik Almlöf,SWE ,14.26,,1,Nässjö,Aug 24,1913,M
566,12 ,Jukka Rangell,FIN ,14.20,,2,Turku,Jun 8,1913,M
567,13 ,Viktor Franzl,AUT ,14.18,,1,Wien,Jun 1,1913,M
568,14 ,Karl Baaske,GER ,14.15,,,Königsberg,Jun 29,1913,M
569,14 ,Matthew J. Fahey,USA ,14.15,hhj,3,Chicago,Jul 05,1913,M
570,16 ,James J. Daly,IRL ,14.03,hhj,1,Mallow,Jul 20,1913,M
571,17 ,Otto Bäurle,GER ,14.00,,1,Jena,Jul 06,1913,M
572,18 ,Thorvig Svahn,SWE ,13.98,,2,Nässjö,Aug 24,1913,M
573,19 ,James K. Beasley,IRL ,13.97,hhj,2,Mallow,Jul 20,1913,M
574,20 ,Arthur Herrmann,GER ,13.96,,1,Hamburg,Aug 31,1913,M
575,21 ,Howard J. Radican,USA ,13.94,,1,"Chicago, IL",Jul  4,1913,M
576,22 ,Sten Hagander,SWE ,13.90,,1,Motala,Aug 3,1913,M
577,23 ,Georg Åberg,SWE ,13.89,,3,Nässjö,Aug 24,1913,M
578,23 ,Antonio Garimoldi,ITA ,13.89,,1,Milan,Sep 20,1913,M
579,25 ,Einar Stenberg,SWE ,13.86,,1,Vänersborg,Sep 21,1913,M
580,1 ,David Burke,USA ,14.85,,1,New York,Oct 10,1914,M
581,2 ,Daniel Ahearn,USA ,14.795,,1,Baltimore,Sep 12,1914,M
582,3 ,Vilho Tuulos,FIN ,14.62,,1,Malmö,Jul 9,1914,M
583,4 ,Platt Adams,USA ,14.59,,1,New York,Oct 3,1914,M
584,5 ,Timothy Ahearne,IRL ,14.575,,2,Baltimore,Sep 12,1914,M
585,6 ,Ivar Sahlin,SWE ,14.52,,1,Stockholm,Jun 14,1914,M
586,7 ,Juho Halme,FIN ,14.51,,1,Kotka,Jun 7,1914,M
587,8 ,Emil Liljeberg,FIN ,14.38,,2,Malmö,Jul 9,1914,M
588,9 ,Karl Baaske,GER ,14.36,,1,Berlin,Jul 12,1914,M
589,10 ,Erik Almlöf,SWE ,14.25,,4,Malmö,Jul 9,1914,M
590,11 ,Christoph Kretzschmar,GER ,14.19,,1,Dresden,Jul 12,1914,M
591,12 ,Ephraim Levin,SWE ,14.09,,2hcp,Stockholm,Sep 6,1914,M
592,13 ,Sten Hagander,SWE ,14.03,,2,Stockholm,May 17,1914,M
593,14 ,Harry Svensson,SWE ,13.98,,1,Uppsala,May 17,1914,M
594,15 ,Fritz Reis,GER ,13.97,,1,Strasbourg,Jun 08,1914,M
595,15 ,Otto Jess,GER ,13.97,,2,Berlin,Jul 12,1914,M
596,15 ,Erling Vinne,NOR ,13.97,,1,Kristiania,Sep 13,1914,M
597,18 ,James McLaughlin,USA ,13.94,,,"Baltimore, MD",Sep 11,1914,M
598,19 ,Thorvig Svahn,SWE ,13.89,,1,Nässjö,Jun 7,1914,M
599,20 ,Matthew J. Fahey,USA ,13.88,,3,"Long Island, NY",Oct 3,1914,M
600,21 , Speer,GER ,13.87,,,Dt. Eydtkühnen,Jul 26,1914,M
601,22 ,Erich Midt,GER ,13.75,,1,Danzig,Jul 06,1914,M
602,23 ,Folke Janson,SWE ,13.74,,2,Stockholm,Sep 12,1914,M
603,24 ,Knut Eriksson,SWE ,13.73,,1hcp,Kristinehamn,Sep 20,1914,M
604,25 ,Fritz Helbig,GER ,13.72,,1,Erfurt,Jun 28,1914,M
605,1 ,Daniel Ahearn,USA ,15.18,,1,Chicago,Jul 17,1915,M
606,2 ,Ivar Sahlin,SWE ,14.77,,1,Sundsvall,Aug 8,1915,M
607,3 ,Platt Adams,USA ,14.22,,1,New York,Jun 19,1915,M
608,4 ,Lauritz Schibbye,NOR ,14.21,,1,Fredrikstad,Aug 29,1915,M
609,5 ,Ephraim Levin,SWE ,14.19,,1,Stockholm,May 24,1915,M
610,6 ,Matthew J. Fahey,USA ,14.145,,2,New York,Jun 19,1915,M
611,7 ,Folke Janson,SWE ,14.12,,,Jönköping,Jun 6,1915,M
612,8 ,Valter Olsson,SWE ,14.07,,,Jönköping,Jun 6,1915,M
613,9 ,John Andersson,SWE ,14.06,,,Jönköping,Sep 5,1915,M
614,10 ,Einar Lillie,SWE ,13.99,,2,Stockholm,May 24,1915,M
615,11 ,Erling Vinne,NOR ,13.92,,1,Kristiania,Jun 13,1915,M
616,12 ,William Petersson,SWE ,13.85,,2,Jönköping,Sep 5,1915,M
617,13 ,Helge Helgesson,SWE ,13.84,,1,Malmö,Aug 14,1915,M
618,14 ,Erik Almlöf,SWE ,13.75,,3,New York,Jun 19,1915,M
619,14 ,Arne Gulbrandsen,NOR ,13.75,,2,Kristiania,Aug 07,1915,M
620,16 ,Thorvig Svahn,SWE ,13.72,,1,Huskvarna,Aug 8,1915,M
621,16 ,Eric Abrahamsson,SWE ,13.72,,1,Örebro,Aug 22,1915,M
622,18 ,Fridolf Östling,SWE ,13.70,,1,Avesta,Jul 4,1915,M
623,19 ,Timothy J. Ahearne,USA ,13.68,,4,New York,Jun 19,1915,M
624,19 ,Torsten Hammargren,SWE ,13.68,,2,Stockholm,Sep 11,1915,M
625,21 ,Hugo J. Lahtinen,FIN ,13.67,,,,,1915,M
626,22 ,Harry Svensson,SWE ,13.66,,3,Stockholm,May 24,1915,M
627,23 ,Alf Thorstensen,NOR ,13.65,,1,Stavanger,,1915,M
628,24 ,Curt Enhörning,SWE ,13.62,,2,Östersund,Aug 15,1915,M
629,25 ,Yngve Dahlqvist,SWE ,13.57,,4,Stockholm,May 24,1915,M
630,1 ,Curt Enhörning,SWE ,14.75,,1,Stockholm,Oct 15,1916,M
631,2 ,Ephraim Levin,SWE ,14.71,,1,Malmö,Aug 27,1916,M
632,3 ,Vilho Tuulos,FIN ,14.67,,1,Vaasa,Jul 16,1916,M
633,4 ,Georg Danielsen,NOR ,14.49,,1,Kristiania,Sep 3,1916,M
634,5 ,Sven Runström,SWE ,14.48,,1,Gävle,Jul 30,1916,M
635,6 ,Thorvig Svahn,SWE ,14.41,,2,Malmö,Aug 27,1916,M
636,7 ,Daniel Ahearn,USA ,14.33,,1,Chicago,Aug 26,1916,M
637,8 ,William Britton,IRL ,14.25,,1,Killorglin,,1916,M
638,9 ,Eric Abrahamsson,SWE ,14.20,,,Stockholm,Oct 15,1916,M
639,10 ,Harry Svensson,SWE ,14.07,,2,Stockholm,May 28,1916,M
640,10 ,Ivar Sahlin,SWE ,14.07,,3,Stockholm,Jul 9,1916,M
641,12 ,Valter Olsson,SWE ,14.06,,4,Stockholm,Jul 9,1916,M
642,13 ,Lauritz Schibbye,NOR ,14.05,,5,Stockholm,Jul 11,1916,M
643,14 ,Ragnar Nystedt,SWE ,14.02,,3,Stockholm,Oct 15,1916,M
644,15 ,Timothy Ahearne,USA ,13.99,,2,Newark,Sep 09,1916,M
645,16 ,Carl-Axel Abrahamsson,SWE ,13.98,,,Stockholm,Oct 15,1916,M
646,17 ,Louis A. Nichols,USA ,13.95,,1,Berkeley,Apr 22,1916,M
647,18 ,Einar Lillie,SWE ,13.94,,1,Göteborg,Jul 25,1916,M
648,18 ,Daniel J. O'Leary,IRL ,13.94,,1=,,,1916,M
649,18 ,Frank Roche,IRL ,13.94,,1=,,,1916,M
650,21 ,William J. Carter,USA ,13.88,,1,Philadelphia,Apr 24,1916,M
651,21 ,"C, Ivory",USA ,13.88,,2,Philadelphia,Apr 24,1916,M
652,23 ,Hans Odde,NOR ,13.82,,1,Trondhjem,Aug 27,1916,M
